Nome Escolhido;Certeza (%);Frequencia Final;Nomes Agrupados
Santos, Milene Cristina;95.0;1;Santos, Cristina (Freq:1, Sim:100%) | Santos, Cristina Vianna Moreira dos (Freq:1, Sim:90%) | Santos, Milene Cristina (Freq:1, Sim:95%)
Santos, Moara de Medeiros Rocha;100.0;3;Santos, Moara de Medeiros Rocha (Freq:3, Sim:100%)
Santos, Moises Lucas;97.5;1;Santos, Moises Lucas (Freq:1, Sim:100%) | Santos, Moises Lucas dos (Freq:1, Sim:95%)
Santos, Murillo Rodrigues dos;100.0;1;Santos, Murillo Rodrigues dos (Freq:1, Sim:100%)
Santos, Mário Bispo dos;95.5;3;Santos, Mário Bispo dos (Freq:3, Sim:100%) | Santos, Marisa Bispo dos (Freq:1, Sim:91%)
Santos, Míriam dos Anjos;100.0;2;Santos, Míriam dos Anjos (Freq:2, Sim:100%)
Santos, Mônica Alcantara de Oliveira;97.5;1;Santos, Mônica Alcantara de Oliveira (Freq:1, Sim:100%) | Santos, Mônica de Oliveira (Freq:1, Sim:95%)
Santos, Mônica Oliveira dos;100.0;1;Santos, Mônica Oliveira dos (Freq:1, Sim:100%)
Santos, Mônica Regina Colaço dos;95.0;2;Santos, Mônica Regina Colaço dos (Freq:2, Sim:100%) | Santos, Mônica (Freq:1, Sim:90%)
Santos, Natália Cardoso;100.0;2;Santos, Natália Cardoso (Freq:2, Sim:100%)
Santos, Natália Gonçalves dos;94.0;1;Santos, Aline Gonçalves dos (Freq:1, Sim:100%) | Santos, Natália Gonçalves dos (Freq:1, Sim:91%) | Santos, Balbino Gonçalves dos (Freq:1, Sim:91%)
Santos, Natália Ribeiro dos;96.0;2;Santos, Natália Ribeiro dos (Freq:2, Sim:100%) | Santos, Lídia Ribeiro dos (Freq:1, Sim:92%)
Santos, Noemia de Morais;97.7;2;Santos, Noemia de Morais (Freq:2, Sim:100%) | Santos, Noemia Morais (Freq:1, Sim:95%) | Santos, Noêmia de Morais (Freq:1, Sim:98%)
Santos, Norma Breda dos;99.0;5;Santos, Norma Breda dos (Freq:5, Sim:100%) | Santos, Norma Breda dos (Freq:3, Sim:98%)
Santos, Patrick Michel Finazzi;100.0;5;Santos, Patrick Michel Finazzi (Freq:5, Sim:100%)
Santos, Paula França dos;100.0;1;Santos, Paula França dos (Freq:1, Sim:100%)
Santos, Paula Otero dos;100.0;1;Santos, Paula Otero dos (Freq:1, Sim:100%)
Santos, Paula Schulz dos;100.0;1;Santos, Paula Schulz dos (Freq:1, Sim:100%)
Santos, Paulo Alves;100.0;3;Santos, Paulo Alves (Freq:3, Sim:100%)
Santos, Paulo Eduardo de Campante;100.0;2;Santos, Paulo Eduardo de Campante (Freq:2, Sim:100%)
Santos, Paulo França;100.0;2;Santos, Paulo França (Freq:2, Sim:100%)
Santos, Paulo Henrique Fernandes dos;99.5;9;Santos, Paulo Henrique Fernandes dos (Freq:9, Sim:100%) | Santos, Paulo Henrique Fernandes do (Freq:1, Sim:99%)
Santos, Paulo Roberto dos;95.0;3;Santos, Paulo Roberto dos (Freq:3, Sim:100%) | Santos, Paulo R. (Freq:1, Sim:90%) | Santos, Paulo Roberto (Freq:1, Sim:95%)
Santos, Paulo Ronaldo dos;100.0;1;Santos, Paulo Ronaldo dos (Freq:1, Sim:100%)
Santos, Pedro Henrique Macedo dos;100.0;1;Santos, Pedro Henrique Macedo dos (Freq:1, Sim:100%)
Santos, Pedro Henrique Soares;95.5;2;Santos, Pedro Henrique Soares (Freq:2, Sim:100%) | Santos, Pedro Henrique dos (Freq:1, Sim:91%)
Santos, Potyguara Alencar dos;100.0;2;Santos, Potyguara Alencar dos (Freq:2, Sim:100%)
Santos, Priscila Rodrigues dos;100.0;2;Santos, Priscila Rodrigues dos (Freq:2, Sim:100%)
Santos, Priscilla;95.0;2;Santos, Priscilla (Freq:2, Sim:100%) | Santos, Priscilla da Silva (Freq:1, Sim:90%)
Santos, R.R.;97.0;3;Santos, R.R. (Freq:3, Sim:100%) | Santos, Gil R. (Freq:2, Sim:95%) | Santos, R.R (Freq:1, Sim:100%) | Santos, Marcia R. (Freq:1, Sim:95%) | Santos, Rogério R. (Freq:1, Sim:95%)
Santos, Rachel de Sousa;100.0;1;Santos, Rachel de Sousa (Freq:1, Sim:100%)
Santos, Rafael Alvarenga dos;100.0;1;Santos, Rafael Alvarenga dos (Freq:1, Sim:100%)
Santos, Rafael Alves;100.0;1;Santos, Rafael Alves (Freq:1, Sim:100%)
Santos, Rafael Barcelos;100.0;4;Santos, Rafael Barcelos (Freq:4, Sim:100%)
Santos, Rafael Ferreira dos;96.5;2;Santos, Rafael Ferreira dos (Freq:2, Sim:100%) | Ferreira, Rafaela dos Santos (Freq:1, Sim:93%)
Santos, Rafael Guimarães dos;99.0;1;Santos, Rafael Guimarães dos (Freq:1, Sim:100%) | Santos, Rafael Guimarães dos (Freq:1, Sim:98%)
Santos, Rafael Lourenço dos;97.5;1;Santos, Rafael Lourenço dos (Freq:1, Sim:100%) | Santos, Rafael dos (Freq:1, Sim:95%)
Santos, Rafaela Moreira dos;100.0;1;Santos, Rafaela Moreira dos (Freq:1, Sim:100%)
Santos, Rafaela Rocha dos (org.);100.0;1;Santos, Rafaela Rocha dos (org.) (Freq:1, Sim:100%)
Santos, Raflem Christian Matos dos;100.0;1;Santos, Raflem Christian Matos dos (Freq:1, Sim:100%)
Santos, Raian Souza;100.0;1;Santos, Raian Souza (Freq:1, Sim:100%)
Santos, Raimunda C. dos;100.0;1;Santos, Raimunda C. dos (Freq:1, Sim:100%)
Santos, Rainri Back dos;100.0;3;Santos, Rainri Back dos (Freq:3, Sim:100%)
Santos, Raissa Studart dos;100.0;1;Santos, Raissa Studart dos (Freq:1, Sim:100%)
Santos, Ramiro Marcelo dos;93.3;7;Santos, Ramiro Marcelo dos (Freq:7, Sim:100%) | Santos, Marcelo R. dos (Freq:1, Sim:90%) | Santos, R. (Freq:1, Sim:90%)
Santos, Raquel Cerqueira;100.0;1;Santos, Raquel Cerqueira (Freq:1, Sim:100%)
Santos, Raquel Vieira;100.0;1;Santos, Raquel Vieira (Freq:1, Sim:100%)
Santos, Raul D.;100.0;2;Santos, Raul D. (Freq:2, Sim:100%)
Santos, Rayane Farias dos;100.0;1;Santos, Rayane Farias dos (Freq:1, Sim:100%)
Santos, Rayani Mariano dos;100.0;4;Santos, Rayani Mariano dos (Freq:4, Sim:100%)
Santos, Rayany de Oliveira;100.0;1;Santos, Rayany de Oliveira (Freq:1, Sim:100%)
Santos, Raysa Gomes dos;100.0;1;Santos, Raysa Gomes dos (Freq:1, Sim:100%)
Santos, Rebeca Dias dos;100.0;1;Santos, Rebeca Dias dos (Freq:1, Sim:100%)
Santos, Rebeca L.;100.0;1;Santos, Rebeca L. (Freq:1, Sim:100%)
Santos, Rebecca Lavarini dos;100.0;2;Santos, Rebecca Lavarini dos (Freq:2, Sim:100%)
Santos, Regiane Rodrigues dos;94.5;2;Santos, Regiane Rodrigues dos (Freq:2, Sim:100%) | Santo, Regiane Rodrigues dos (Freq:1, Sim:98%) | Santos, Ivanise Rodrigues dos (Freq:1, Sim:90%) | Santos, Regiane R. (Freq:1, Sim:90%)
Santos, Regina Candido Ribeiro dos;98.7;6;Santos, Regina Candido Ribeiro dos (Freq:6, Sim:100%) | Santos, Regina Cândido Ribeiro dos (Freq:2, Sim:97%) | Santos, Regina Cândido Ribeiro dos (Freq:1, Sim:99%)
Santos, Regina Cândido R. dos;100.0;1;Santos, Regina Cândido R. dos (Freq:1, Sim:100%)
Santos, Regina Gomes dos;100.0;2;Santos, Regina Gomes dos (Freq:2, Sim:100%)
Santos, Rejane Bernardes Souza;100.0;1;Santos, Rejane Bernardes Souza (Freq:1, Sim:100%)
Santos, Renaldete Pereira dos;100.0;1;Santos, Renaldete Pereira dos (Freq:1, Sim:100%)
Santos, Renan R. dos;100.0;1;Santos, Renan R. dos (Freq:1, Sim:100%)
Santos, Renan Renato Cruz dos;100.0;1;Santos, Renan Renato Cruz dos (Freq:1, Sim:100%)
Santos, Renata Almeida;100.0;1;Santos, Renata Almeida (Freq:1, Sim:100%)
Santos, Renata Barbosa;100.0;1;Santos, Renata Barbosa (Freq:1, Sim:100%)
Santos, Renata Callaça Gadioli dos;95.0;2;Santos, Renata Callaça Gadioli dos (Freq:2, Sim:100%) | Santos, Renata (Freq:1, Sim:90%)
Santos, Renata Lorena Cardoso;100.0;1;Santos, Renata Lorena Cardoso (Freq:1, Sim:100%)
Santos, Renato Araújo;100.0;1;Santos, Renato Araújo (Freq:1, Sim:100%)
Santos, Renato Rocha Dias;100.0;1;Santos, Renato Rocha Dias (Freq:1, Sim:100%)
Santos, Renato de Miranda;100.0;1;Santos, Renato de Miranda (Freq:1, Sim:100%)
Santos, Renato dos;97.5;2;Santos, Renato dos (Freq:2, Sim:100%) | Santos, Renato Prado dos (Freq:1, Sim:95%)
Santos, Riane de Oliveira Torres;100.0;1;Santos, Riane de Oliveira Torres (Freq:1, Sim:100%)
Santos, Ricardo Alexandre Alves Saraiva dos;100.0;1;Santos, Ricardo Alexandre Alves Saraiva dos (Freq:1, Sim:100%)
Santos, Ricardo Queiroz Lobato;100.0;1;Santos, Ricardo Queiroz Lobato (Freq:1, Sim:100%)
Santos, Ricardo Ventura;99.0;1;Santos, Ricardo Ventura (Freq:1, Sim:100%) | Santos, Ricardo Ventura (Freq:1, Sim:98%)
Santos, Rita Silvana Santana dos;96.7;3;Santos, Rita Silvana Santana dos (Freq:3, Sim:100%) | Santos, Rita Silvana Santana (Freq:1, Sim:95%) | Santos, Rita Silvana Santana dos (org.) (Freq:1, Sim:95%)
Santos, Robert Marcos Moreira dos;100.0;1;Santos, Robert Marcos Moreira dos (Freq:1, Sim:100%)
Santos, Roberta Leme dos;100.0;2;Santos, Roberta Leme dos (Freq:2, Sim:100%)
Santos, Roberta Maria Porfírio de Oliveira Borges Leal;100.0;2;Santos, Roberta Maria Porfírio de Oliveira Borges Leal (Freq:2, Sim:100%)
Santos, Roberta Teodoro;100.0;1;Santos, Roberta Teodoro (Freq:1, Sim:100%)
Santos, Roberto Aguiar dos;100.0;1;Santos, Roberto Aguiar dos (Freq:1, Sim:100%)
Santos, Roberto Batista dos;95.5;1;Santos, Roberto Batista dos (Freq:1, Sim:100%) | Santos, Rogério Batista dos (Freq:1, Sim:91%)
Santos, Roberto Lorena de Barros;99.0;4;Santos, Roberto Lorena de Barros (Freq:4, Sim:100%) | Santos, Roberto Lorena de Barros (Freq:1, Sim:98%)
Santos, Roberto Ventura;100.0;3;Santos, Roberto Ventura (Freq:3, Sim:100%)
Santos, Roberval de Jesus Leone dos;100.0;1;Santos, Roberval de Jesus Leone dos (Freq:1, Sim:100%)
Santos, Robson;97.5;1;Santos, Robson (Freq:1, Sim:100%) | Santos, Robson dos (Freq:1, Sim:95%)
Santos, Robério dos;100.0;1;Santos, Robério dos (Freq:1, Sim:100%)
Santos, Rodrigo Almeida Vieira;100.0;1;Santos, Rodrigo Almeida Vieira (Freq:1, Sim:100%)
Santos, Rodrigo Augusto Lima;99.0;3;Santos, Rodrigo Augusto Lima (Freq:3, Sim:100%) | Santos, Rodrigo Augusto Lima (Freq:1, Sim:98%)
Santos, Rodrigo Barbosa da Silva;100.0;1;Santos, Rodrigo Barbosa da Silva (Freq:1, Sim:100%)
Santos, Rodrigo Damaceno dos;100.0;1;Santos, Rodrigo Damaceno dos (Freq:1, Sim:100%)
Santos, Rodrigo Ferreira de Oliveira;100.0;1;Santos, Rodrigo Ferreira de Oliveira (Freq:1, Sim:100%)
Santos, Rodrigo Furtado dos;100.0;1;Santos, Rodrigo Furtado dos (Freq:1, Sim:100%)
Santos, Rodrigo Guimarães;100.0;1;Santos, Rodrigo Guimarães (Freq:1, Sim:100%)
Santos, Rodrigo Leonardo de Melo;100.0;1;Santos, Rodrigo Leonardo de Melo (Freq:1, Sim:100%)
Santos, Rodrigo Malta dos;100.0;1;Santos, Rodrigo Malta dos (Freq:1, Sim:100%)
Santos, Rodrigo Marques dos;95.0;2;Santos, Rodrigo Marques dos (Freq:2, Sim:100%) | Santos, Rodrigo C. dos (Freq:1, Sim:90%)
Santos, Rodrigo Martins dos;100.0;1;Santos, Rodrigo Martins dos (Freq:1, Sim:100%)
Santos, Rodrigo Santana dos;100.0;1;Santos, Rodrigo Santana dos (Freq:1, Sim:100%)
Santos, Rodrigo Wendel dos;95.0;1;Santos, Rodrigo Weber dos (Freq:1, Sim:100%) | Santos, Rodrigo Wendel dos (Freq:1, Sim:90%)
Santos, Rodrigo de Paula;100.0;1;Santos, Rodrigo de Paula (Freq:1, Sim:100%)
Santos, Rogério César dos;100.0;1;Santos, Rogério César dos (Freq:1, Sim:100%)
Santos, Rogério Luiz Alves dos;100.0;1;Santos, Rogério Luiz Alves dos (Freq:1, Sim:100%)
Santos, Rogério Reis dos;100.0;1;Santos, Rogério Reis dos (Freq:1, Sim:100%)
Santos, Ronaldo Medeiros dos;99.0;1;Santos, Ronaldo Medeiros dos (Freq:1, Sim:100%) | Santos, Ronaldo Medeiros dos (Freq:1, Sim:98%)
Santos, Ronay de Lucena;100.0;1;Santos, Ronay de Lucena (Freq:1, Sim:100%)
Santos, Ronyell Henrique dos;100.0;1;Santos, Ronyell Henrique dos (Freq:1, Sim:100%)
Santos, Rosana;100.0;1;Santos, Rosana (Freq:1, Sim:100%)
Santos, Rosana Alexandre dos;94.0;1;Santos, Alexandre Rosa dos (Freq:1, Sim:100%) | Santos, Alexandre Silva dos (Freq:1, Sim:91%) | Santos, Rosana Alexandre dos (Freq:1, Sim:91%)
Santos, Rosemeire Cristina dos;100.0;1;Santos, Rosemeire Cristina dos (Freq:1, Sim:100%)
Santos, Rosiene Francisco dos;100.0;1;Santos, Rosiene Francisco dos (Freq:1, Sim:100%)
Santos, Rosimar Ferreira dos;100.0;1;Santos, Rosimar Ferreira dos (Freq:1, Sim:100%)
Santos, Rosimeire Cavalcante dos;100.0;3;Santos, Rosimeire Cavalcante dos (Freq:3, Sim:100%)
Santos, Rosirene Campêlo dos;100.0;1;Santos, Rosirene Campêlo dos (Freq:1, Sim:100%)
Santos, Rosivan Gonçalves dos;100.0;1;Santos, Rosivan Gonçalves dos (Freq:1, Sim:100%)
Santos, Rubens Daniel Souza;100.0;1;Santos, Rubens Daniel Souza (Freq:1, Sim:100%)
Santos, Rubens Ferreira dos;100.0;1;Santos, Rubens Ferreira dos (Freq:1, Sim:100%)
Santos, Rudiney Ivo Lima dos;100.0;1;Santos, Rudiney Ivo Lima dos (Freq:1, Sim:100%)
Santos, Régis Ricci dos;100.0;1;Santos, Régis Ricci dos (Freq:1, Sim:100%)
Santos, Rômulo Ferreira dos;100.0;2;Santos, Rômulo Ferreira dos (Freq:2, Sim:100%)
Santos, Sales Augusto dos;99.0;1;Santos, Sales Augusto dos (Freq:1, Sim:100%) | Santos, Sales Augusto dos (Freq:1, Sim:98%)
Santos, Samara Carvalho;100.0;2;Santos, Samara Carvalho (Freq:2, Sim:100%)
Santos, Samir Almeida;100.0;2;Santos, Samir Almeida (Freq:2, Sim:100%)
Santos, Sandra Aparecida;100.0;8;Santos, Sandra Aparecida (Freq:8, Sim:100%)
Santos, Sandra Maria Chaves dos;96.0;4;Santos, Sandra Maria Chaves dos (Freq:4, Sim:100%) | Santos, Sandra Maria Chaves dos (Freq:4, Sim:98%) | Santos, Sandra Maria (Freq:1, Sim:90%)
Santos, Sandra Maria de Oliveira;100.0;1;Santos, Sandra Maria de Oliveira (Freq:1, Sim:100%)
Santos, Setsuko Noro dos;99.0;1;Santos, Setsuko Noro dos (Freq:1, Sim:100%) | Santos, Setsuko Noro dos (Freq:1, Sim:98%)
Santos, Shana Schlottfeldt;97.5;2;Santos, Shana Schlottfeldt (Freq:2, Sim:100%) | Santos, Shana Schlottfeldt (org.) (Freq:1, Sim:95%)
Santos, Silvanete Pereira dos;100.0;2;Santos, Silvanete Pereira dos (Freq:2, Sim:100%)
Santos, Silvia Renata Magalhães Lordello Borba;97.5;1;Santos, Silvia Renata Magalhães Lordello Borba (Freq:1, Sim:100%) | Santos, Silvia Renata Magalhães Lordello Borba (org.) (Freq:1, Sim:95%)
Santos, Silvéria Maria dos;99.0;11;Santos, Silvéria Maria dos (Freq:11, Sim:100%) | Santo, Silvéria Maria dos (Freq:1, Sim:98%)
Santos, Simone Nascimento dos;100.0;4;Santos, Simone Nascimento dos (Freq:4, Sim:100%)
Santos, Simone Pinheiro;100.0;2;Santos, Simone Pinheiro (Freq:2, Sim:100%)
Santos, Suelma Rosa dos;96.5;1;Rosa, Selma dos Santos (Freq:1, Sim:100%) | Santos, Suelma Rosa dos (Freq:1, Sim:93%)
Santos, Suhelem Brasil;97.5;1;Santos, Suhelem Brasil (Freq:1, Sim:100%) | Santos, Suhelem Brasil (org.) (Freq:1, Sim:95%)
Santos, Susanna Almeida dos;100.0;8;Santos, Susanna Almeida dos (Freq:8, Sim:100%)
Santos, Suzana da Costa;100.0;2;Santos, Suzana da Costa (Freq:2, Sim:100%)
Santos, Sylvana Karla da Silva de Lemos;100.0;2;Santos, Sylvana Karla da Silva de Lemos (Freq:2, Sim:100%)
Santos, Sávio Gonçalves dos;100.0;1;Santos, Sávio Gonçalves dos (Freq:1, Sim:100%)
Santos, Sérgio Carlos dos;100.0;2;Santos, Sérgio Carlos dos (Freq:2, Sim:100%)
Santos, Sérgio Pereira dos;100.0;1;Santos, Sérgio Pereira dos (Freq:1, Sim:100%)
Santos, Sérgio da Silva;100.0;1;Santos, Sérgio da Silva (Freq:1, Sim:100%)
Santos, Tassiana Reis Rodrigues dos;100.0;3;Santos, Tassiana Reis Rodrigues dos (Freq:3, Sim:100%)
Santos, Tatiana Lemos dos;100.0;1;Santos, Tatiana Lemos dos (Freq:1, Sim:100%)
Santos, Tayná Cristina dos;100.0;2;Santos, Tayná Cristina dos (Freq:2, Sim:100%)
Santos, Teresa;98.0;1;Santo, Teresa (Freq:1, Sim:100%) | Santos, Teresa (Freq:1, Sim:96%)
Santos, Teresa Maria Momensohn;100.0;1;Santos, Teresa Maria Momensohn (Freq:1, Sim:100%)
Santos, Teresa Rachael Rodrigues;100.0;1;Santos, Teresa Rachael Rodrigues (Freq:1, Sim:100%)
Santos, Thayana Felipe Lelis dos;100.0;2;Santos, Thayana Felipe Lelis dos (Freq:2, Sim:100%)
Santos, Thayse Natalia Cantanhede;100.0;2;Santos, Thayse Natalia Cantanhede (Freq:2, Sim:100%)
Santos, Thomaz Francisco Silveira de Araujo;100.0;2;Santos, Thomaz Francisco Silveira de Araujo (Freq:2, Sim:100%)
Santos, Tiago Moreira dos;100.0;1;Santos, Tiago Moreira dos (Freq:1, Sim:100%)
Santos, Tiago Mota dos;100.0;4;Santos, Tiago Mota dos (Freq:4, Sim:100%)
Santos, Tulio Marcio Gentil dos;100.0;2;Santos, Tulio Marcio Gentil dos (Freq:2, Sim:100%)
Santos, Tácio Rodrigues da Silva;100.0;2;Santos, Tácio Rodrigues da Silva (Freq:2, Sim:100%)
Santos, Vagner dos;97.0;6;Santos, Vagner dos (Freq:6, Sim:100%) | Santos, Wagner dos (Freq:1, Sim:94%)
Santos, Vanessa Carvalho dos;100.0;2;Santos, Vanessa Carvalho dos (Freq:2, Sim:100%)
Santos, Vera Lopes dos;100.0;2;Santos, Vera Lopes dos (Freq:2, Sim:100%)
Santos, Vinícius Machado dos;100.0;7;Santos, Vinícius Machado dos (Freq:7, Sim:100%)
Santos, Viviane Amaral dos;95.0;4;Santos, Viviane Amaral dos (Freq:4, Sim:100%) | Santos, Viviane A. (Freq:1, Sim:90%)
Santos, Wagner Martins dos;100.0;1;Santos, Wagner Martins dos (Freq:1, Sim:100%)
Santos, Wallace Fábio Rodrigues;100.0;1;Santos, Wallace Fábio Rodrigues (Freq:1, Sim:100%)
Santos, Wallace Raimundo Araújo dos;100.0;1;Santos, Wallace Raimundo Araújo dos (Freq:1, Sim:100%)
Santos, Wallace dos;96.7;7;Santos, Wallace dos (Freq:7, Sim:100%) | Santos, Wallace (Freq:4, Sim:95%) | Santos, Wallace (Freq:1, Sim:95%)
Santos, Walter Batista dos;96.0;2;Santos, Walter Batista dos (Freq:2, Sim:100%) | Santos, Waldek Batista dos (Freq:1, Sim:92%)
Santos, Walterlânia Silva;99.0;6;Santos, Walterlânia Silva (Freq:6, Sim:100%) | Santos, Walterlânia Silva (Freq:1, Sim:98%)
Santos, Wanderson Barbosa dos;100.0;2;Santos, Wanderson Barbosa dos (Freq:2, Sim:100%)
Santos, Wederson Rufino dos;100.0;7;Santos, Wederson Rufino dos (Freq:7, Sim:100%)
Santos, Wildson Luiz Pereira dos;99.0;13;Santos, Wildson Luiz Pereira dos (Freq:13, Sim:100%) | Santos, Wildson Luiz Pereira dos (Freq:1, Sim:98%)
Santos, Willian Batista dos;100.0;2;Santos, Willian Batista dos (Freq:2, Sim:100%)
Santos, Wilson Oliveira;100.0;2;Santos, Wilson Oliveira (Freq:2, Sim:100%)
Santos, Wilton Silva dos;100.0;2;Santos, Wilton Silva dos (Freq:2, Sim:100%)
Santos, Yuri Luciano;95.0;1;Santos, Yuri (Freq:1, Sim:100%) | Santos, Yuri Luciano (Freq:1, Sim:90%)
Santos, Éric Carneiro dos;100.0;1;Santos, Éric Carneiro dos (Freq:1, Sim:100%)
Santos, Érica Ferrer;100.0;2;Santos, Érica Ferrer (Freq:2, Sim:100%)
Santos, Érika da Silva;100.0;1;Santos, Érika da Silva (Freq:1, Sim:100%)
Santos, B. A.;100.0;1;Santos, B. A. (Freq:1, Sim:100%)
Santos, Conceição Guerra;97.5;3;Santos, Conceição Guerra (Freq:3, Sim:100%) | Guerra, Conceição (Freq:1, Sim:95%)
Santos, Eduardo Lima;100.0;2;Santos, Eduardo Lima (Freq:2, Sim:100%)
Santos, Iracema;100.0;2;Santos, Iracema (Freq:2, Sim:100%)
Santos, Juliana de Sousa dos;100.0;1;Santos, Juliana de Sousa dos (Freq:1, Sim:100%)
Santos, Lílian Silva dos;100.0;1;Santos, Lílian Silva dos (Freq:1, Sim:100%)
Santos, M.L.A.S.;97.5;1;Santos, M. A. (Freq:1, Sim:100%) | Santos, M.L.A.S. (Freq:1, Sim:95%)
Santos, Magda Levantezi;97.5;1;Levantezi, Magda (Freq:1, Sim:100%) | Santos, Magda Levantezi (Freq:1, Sim:95%)
Santos, Mara L.;100.0;1;Santos, Mara L. (Freq:1, Sim:100%)
Santos, Maria Helena de Castro;100.0;2;Santos, Maria Helena de Castro (Freq:2, Sim:100%)
Santos, Marize M.;100.0;1;Santos, Marize M (Freq:1, Sim:100%) | Santos, Marize M. (Freq:1, Sim:100%)
Santos, Mônica C.;100.0;1;Santos, Mônica C. (Freq:1, Sim:100%)
Santos, Nedja Silva dos;100.0;1;Santos, Nedja Silva dos (Freq:1, Sim:100%)
Santos, Procópio Miguel dos;99.0;9;Santos, Procópio Miguel dos (Freq:9, Sim:100%) | Santos, Procópio Miguel dos (Freq:1, Sim:98%)
Santos, Regina H. de A.;100.0;1;Santos, Regina H. de A. (Freq:1, Sim:100%)
Santos, Ricardo V;100.0;1;Santos, Ricardo V (Freq:1, Sim:100%)
Santos, Roberto V;100.0;1;Santos, Roberto V (Freq:1, Sim:100%)
Santos, Rodrigo Alessandro Tôgo;100.0;1;Santos, Rodrigo Alessandro Tôgo (Freq:1, Sim:100%)
Santos, Rubens Manoel dos;100.0;1;Santos, Rubens Manoel dos (Freq:1, Sim:100%)
Santos, Tatiana Carlesso dos;100.0;1;Santos, Tatiana Carlesso dos (Freq:1, Sim:100%)
Santos, Wytler Cordeiro dos;99.0;3;Santos, Wytler Cordeiro dos (Freq:3, Sim:100%) | Santos, Wytler Cordeiro dos (Freq:2, Sim:98%)
Santos-Neto, Leopoldo;100.0;1;Santos-Neto, Leopoldo (Freq:1, Sim:100%)
Santos-Silva, Paulo Roberto;95.0;1;Santos-Silva, Paulo Roberto (Freq:1, Sim:100%) | Silva, Paulo Roberto (Freq:1, Sim:95%) | Silva, Paulo Roberto Santos (Freq:1, Sim:95%) | Silva, Paulo (Freq:1, Sim:90%)
Santoucy, Luiza Barros;100.0;3;Santoucy, Luiza Barros (Freq:3, Sim:100%)
Sant´Ana, Geisa;98.5;1;Sant´Ana, Geisa (Freq:1, Sim:100%) | Sant’Ana, Geisa (Freq:1, Sim:97%)
Sant’Anna, Nanahira de Rabelo e (org.);98.3;1;Sant`Anna, Nanahira de Rabelo e (Freq:1, Sim:100%) | Sant’Anna, Nanahira de Rabelo e (org.) (Freq:1, Sim:95%) | Sant’anna, Nanahira de Rabelo e (Freq:1, Sim:100%)
Sanz, Cláudia Linhares;100.0;3;Sanz, Cláudia Linhares (Freq:3, Sim:100%)
Saraiva, Ana Gabriela;100.0;2;Saraiva, Ana Gabriela (Freq:2, Sim:100%)
Saraiva, Deise Avelina Felipe;100.0;2;Saraiva, Deise Avelina Felipe (Freq:2, Sim:100%)
Saraiva, José Flávio Sombra;99.0;11;Saraiva, José Flávio Sombra (Freq:11, Sim:100%) | Saraiva, José Flávio Sombra (Freq:2, Sim:98%)
Saraiva, Luís Augusto Ferreira;100.0;2;Saraiva, Luís Augusto Ferreira (Freq:2, Sim:100%)
Saraiva, M.V.A.;100.0;2;Saraiva, M.V.A. (Freq:2, Sim:100%)
Saraiva, Márcia Denise Rodrigues Alves;100.0;2;Saraiva, Márcia Denise Rodrigues Alves (Freq:2, Sim:100%)
Saraiva, Natália de Lima;100.0;2;Saraiva, Natália de Lima (Freq:2, Sim:100%)
Saraiva, Regina Coelly Fernandes;97.5;2;Saraiva, Regina Coelly Fernandes (Freq:2, Sim:100%) | Saraiva, Regina Coelly Fernandes (org.) (Freq:2, Sim:95%)
Saraiva, Renan Benigno;100.0;2;Saraiva, Renan Benigno (Freq:2, Sim:100%)
Saraiva, Renan;100.0;1;Saraiva, Renan (Freq:1, Sim:100%)
Sardinha, Luciana Monteiro Vasconcelos;100.0;4;Sardinha, Luciana Monteiro Vasconcelos (Freq:4, Sim:100%)
Sarmento, Ana Lucia Carneiro;97.5;1;Sarmento, Ana Lucia (Freq:1, Sim:100%) | Sarmento, Ana Lucia Carneiro (Freq:1, Sim:95%)
Sarmento, Francisco da Silva;100.0;2;Sarmento, Francisco da Silva (Freq:2, Sim:100%)
Sarmento, Layra de Sousa Cruz;100.0;2;Sarmento, Layra de Sousa Cruz (Freq:2, Sim:100%)
Sarmento, Thaise Rachel;100.0;2;Sarmento, Thaise Rachel (Freq:2, Sim:100%)
Sarmet, Maurício Miranda;99.0;2;Sarmet, Maurício Miranda (Freq:2, Sim:100%) | Sarmet, Mauricio Miranda (Freq:1, Sim:98%)
Sarmet, Max;100.0;2;Sarmet, Max (Freq:2, Sim:100%)
Sarpi, Maíra;97.5;1;Sarpi, Maíra (Freq:1, Sim:100%) | Sarpi, Maíra (Freq:1, Sim:95%)
Sartoratto, Patricia P. C.;99.0;1;Sartoratto, Patricia P. C. (Freq:1, Sim:100%) | Sartoratto, Patrícia P. C. (Freq:1, Sim:98%)
Sartori, Roberto;97.3;3;Sartori, Roberto (Freq:3, Sim:100%) | Sartori, Roberto (Freq:3, Sim:97%) | Sartori Filho, Roberto (Freq:1, Sim:95%)
Sasaki, Carolina Amâncio Louly;100.0;5;Sasaki, Carolina Amâncio Louly (Freq:5, Sim:100%)
Sasaki, Lizandra Moura Paravidine;97.5;5;Sasaki, Lizandra Moura Paravidine (Freq:5, Sim:100%) | Sazaki, Lizandra Moura Paravidine (Freq:1, Sim:95%)
Sassi, Fernanda Chiarion;100.0;2;Sassi, Fernanda Chiarion (Freq:2, Sim:100%)
Sasso, Leísa;100.0;3;Sasso, Leísa (Freq:3, Sim:100%)
