Nome Escolhido;Certeza (%);Frequencia Final;Nomes Agrupados
Carvalho, Érika Rayanne Silva de;100.0;3;Carvalho, Érika Rayanne Silva de (Freq:3, Sim:100%)
Carvalho, Ana Maria Almeida;95.0;1;Carvalho, Ana Maria B. (Freq:1, Sim:100%) | Carvalho, Ana Maria Almeida (Freq:1, Sim:90%)
Carvalho, Edgard M. de;100.0;1;Carvalho, Edgard M. de (Freq:1, Sim:100%)
Carvalho, Elisa de;100.0;2;Carvalho, Elisa de (Freq:2, Sim:100%)
Carvalho, Erlaine M.;100.0;1;Carvalho, Erlaine M. (Freq:1, Sim:100%)
Carvalho, Felipe Augusto Neves Oliveira de;100.0;2;Carvalho, Felipe Augusto Neves Oliveira de (Freq:2, Sim:100%)
Carvalho, Hellen M. S.;97.7;5;Carvalho, Hellen M. S. (Freq:5, Sim:100%) | Carvalho, Hellen M. S. (Freq:1, Sim:98%) | Carvalho, M. M. (Freq:1, Sim:95%)
Carvalho, José Jorge de;99.0;4;Carvalho, José Jorge de (Freq:4, Sim:100%) | Carvalho, José Jorge de (Freq:1, Sim:98%)
Carvalho, K.M.;100.0;2;Carvalho, K.M. (Freq:2, Sim:100%)
Carvalho, Kenia Mara B. de;100.0;2;Carvalho, Kenia Mara B. de (Freq:2, Sim:100%)
Carvalho, Lindomar Bonfim;100.0;1;Carvalho, Lindomar Bonfim (Freq:1, Sim:100%)
Carvalho, Luciano GS;100.0;2;Carvalho, Luciano GS (Freq:2, Sim:100%)
Carvalho, Marselle Nobre;97.5;1;Carvalho, Marselle Nobre de (Freq:1, Sim:100%) | Carvalho, Marselle Nobre (Freq:1, Sim:95%)
Carvalho-Barreto, André de;99.0;1;Carvalho-Barreto, André de (Freq:1, Sim:100%) | Carvalho-Barreto, André de (Freq:1, Sim:98%)
Carvalhêdo, Shirley do Prado;100.0;2;Carvalhêdo, Shirley do Prado (Freq:2, Sim:100%)
Carámbula, Silvia Ferreira;100.0;3;Carámbula, Silvia Ferreira (Freq:3, Sim:100%)
Casadevall, Arturo;100.0;4;Casadevall, Arturo (Freq:4, Sim:100%)
Casagrande, Michéle Dal Toé;98.0;1;Casagrande, Michéle Dal Toé (Freq:1, Sim:100%) | Casagrande, Michéle Dal Tóe (Freq:1, Sim:96%)
Casais Neto, Rafael;100.0;2;Casais Neto, Rafael (Freq:2, Sim:100%)
Casais, Noêmia Aragão;100.0;2;Casais, Noêmia Aragão (Freq:2, Sim:100%)
Casal, Amanda Mendes;100.0;2;Casal, Amanda Mendes (Freq:2, Sim:100%)
Casari, Raphael Augusto das Chagas Noqueli;100.0;4;Casari, Raphael Augusto das Chagas Noqueli (Freq:4, Sim:100%)
Casarin, Fabiana;100.0;2;Casarin, Fabiana (Freq:2, Sim:100%)
Cascalho, Lorena de Andrade;100.0;2;Cascalho, Lorena de Andrade (Freq:2, Sim:100%)
Casimiro, Arilthon Romulo Cavalcante;100.0;4;Casimiro, Arilthon Romulo Cavalcante (Freq:4, Sim:100%)
Casseb, Jorge Simão do Rosário;95.0;2;Casseb, Jorge Simão do Rosário (Freq:2, Sim:100%) | Casseb, Jorge (Freq:1, Sim:90%)
Cassemiroa, Fernanda A. S.;99.0;1;Cassemiro, Fernanda A. S. (Freq:1, Sim:100%) | Cassemiroa, Fernanda A. S. (Freq:1, Sim:98%)
Cassepp-Borges, Vicente;99.0;3;Cassepp-Borges, Vicente (Freq:3, Sim:100%) | Cassepp-Borges, Vicente (Freq:1, Sim:98%)
Cassettari, Nathalia;100.0;2;Cassettari, Nathalia (Freq:2, Sim:100%)
Cassiani, Silvia Helena De Bortoli;100.0;3;Cassiani, Silvia Helena De Bortoli (Freq:3, Sim:100%)
Cassiano, Jefferson Martins;100.0;2;Cassiano, Jefferson Martins (Freq:2, Sim:100%)
Cassiano, Lisângela Aparecida Pinheiro;100.0;2;Cassiano, Lisângela Aparecida Pinheiro (Freq:2, Sim:100%)
Cassiano, Tiago de Sousa Araújo;98.5;3;Cassiano, Tiago de Sousa Araújo (Freq:3, Sim:100%) | Cassiano, Tiago de Sousa Araújo (Freq:1, Sim:97%)
Castanheira, Salete Flôres;100.0;2;Castanheira, Salete Flôres (Freq:2, Sim:100%)
Castelar, Thamires;100.0;2;Castelar, Thamires (Freq:2, Sim:100%)
Castellani, Elena;100.0;4;Castellani, Elena (Freq:4, Sim:100%)
Castellano, Maria Vera Cruz de Oliveira;97.5;1;Castellano, Maria Vera Cruz de Oliveira (Freq:1, Sim:100%) | Oliveira, Maria Vera Cruz de (Freq:1, Sim:95%)
Castellanos Argüelles, Yanet;97.5;2;Castellanos Argüelles, Yanet (Freq:2, Sim:100%) | Argüelles, Yanet Castellanos (Freq:1, Sim:95%)
Castellar, Juarez Iório;100.0;2;Castellar, Juarez Iório (Freq:2, Sim:100%)
Castelli, Isabela;100.0;2;Castelli, Isabela (Freq:2, Sim:100%)
Castelo Branco, Marina;100.0;3;Castelo Branco, Marina (Freq:3, Sim:100%)
Castelo Branco, Thaíssa Velloso;97.5;2;Castelo Branco, Thaíssa Velloso (Freq:2, Sim:100%) | Branco, Thaíssa Velloso Castelo (Freq:1, Sim:95%)
Casteloni, Carlos Henrique Pires Luiz;97.5;1;Casteloni, Carlos Henrique Pires Luiz (Freq:1, Sim:100%) | Luiz, Carlos Henrique Pires (Freq:1, Sim:95%)
Castilho Alonso, Angelica;98.0;1;Castilho Alonso, Angelica (Freq:1, Sim:100%) | Castilho Alonso, Angélica (Freq:1, Sim:96%)
Castilho, Ela Wiecko Volkmer de;100.0;2;Castilho, Ela Wiecko Volkmer de (Freq:2, Sim:100%)
Castilho, Goiara Mendonça de;97.7;7;Castilho, Goiara Mendonça de (Freq:7, Sim:100%) | Castilho, Goiara Mendonça (Freq:1, Sim:95%) | Castilho, Goiara Mendonça de (Freq:1, Sim:98%)
Castilho, Leonardo Braga;100.0;2;Castilho, Leonardo Braga (Freq:2, Sim:100%)
Castilho, Mara Lúcia;100.0;2;Castilho, Mara Lúcia (Freq:2, Sim:100%)
Castilho, Mariana Wiecko Volkmer de;100.0;2;Castilho, Mariana Wiecko Volkmer de (Freq:2, Sim:100%)
Castilho, Weimar Silva;100.0;2;Castilho, Weimar Silva (Freq:2, Sim:100%)
Castioni, Remi;97.5;112;Castioni, Remi (Freq:112, Sim:100%) | Castioni, Remi (org.) (Freq:3, Sim:95%)
Castral, Thaíla Corrêa;97.5;2;Castral, Thaíla Corrêa (Freq:2, Sim:100%) | Castral, Thaíla Côrrea (Freq:1, Sim:95%)
Castro Filho, Hugo Crisóstomo de;100.0;2;Castro Filho, Hugo Crisóstomo de (Freq:2, Sim:100%)
Castro Júnior, Francisco Afonso de;100.0;5;Castro Júnior, Francisco Afonso de (Freq:5, Sim:100%)
Castro Júnior, Gláucio de;100.0;3;Castro Júnior, Gláucio de (Freq:3, Sim:100%)
Castro Mur, Diana Carolina;97.5;1;Castro Mur, Diana Carolina (Freq:1, Sim:100%) | Mur, Diana Carolina Castro (Freq:1, Sim:95%)
Castro, Adriana Alice Sekeff;100.0;4;Castro, Adriana Alice Sekeff (Freq:4, Sim:100%)
Castro, Alaíde Francisca de;100.0;5;Castro, Alaíde Francisca de (Freq:5, Sim:100%)
Castro, Alinne Pereira de;95.0;4;Castro, Alinne Pereira de (Freq:4, Sim:100%) | Castro, Lidiane Pereira de (Freq:1, Sim:90%)
Castro, Allan Ribeiro de;100.0;2;Castro, Allan Ribeiro de (Freq:2, Sim:100%)
Castro, Ana Cristina de;100.0;2;Castro, Ana Cristina de (Freq:2, Sim:100%)
Castro, Ana Flávia Neves Mendes;100.0;4;Castro, Ana Flávia Neves Mendes (Freq:4, Sim:100%)
Castro, Ana Maria;96.7;1;Castro, Ana Maria (Freq:1, Sim:100%) | Castro, Ana Maria (ed.) (Freq:1, Sim:95%) | Castro, Ana Maria de (Freq:1, Sim:95%)
Castro, Ana Paula Gomes de;100.0;4;Castro, Ana Paula Gomes de (Freq:4, Sim:100%)
Castro, André Luiz de Souza;97.5;2;Castro, André Luiz de Souza (Freq:2, Sim:100%) | Souza, André Luiz de (Freq:1, Sim:95%)
Castro, Antonio Alberto Jorge Farias;100.0;2;Castro, Antonio Alberto Jorge Farias (Freq:2, Sim:100%)
Castro, Antônio Maria Gomes de;100.0;2;Castro, Antônio Maria Gomes de (Freq:2, Sim:100%)
Castro, Aracelly dos Santos;100.0;2;Castro, Aracelly dos Santos (Freq:2, Sim:100%)
Castro, Breno Giovanni Adaid;100.0;3;Castro, Breno Giovanni Adaid (Freq:3, Sim:100%)
Castro, Bruno Carrilho de;100.0;2;Castro, Bruno Carrilho de (Freq:2, Sim:100%)
Castro, Bruno Leonardo Gonçalves e;100.0;2;Castro, Bruno Leonardo Gonçalves e (Freq:2, Sim:100%)
Castro, Caio Felipe Cavalcante Catarcione de;100.0;1;Castro, Caio Felipe Cavalcante Catarcione de (Freq:1, Sim:100%)
Castro, Camila Penna de;100.0;2;Castro, Camila Penna de (Freq:2, Sim:100%)
Castro, Carlos Renato de Melo;100.0;2;Castro, Carlos Renato de Melo (Freq:2, Sim:100%)
Castro, Cleudson Nery de;96.0;14;Castro, Cleudson Nery de (Freq:14, Sim:100%) | Castro, Cleudson Nery de (Freq:7, Sim:98%) | Castro, Cleudson (Freq:3, Sim:90%)
Castro, Daniel Amaral de;100.0;2;Castro, Daniel Amaral de (Freq:2, Sim:100%)
Castro, Daniel Tavares de;100.0;2;Castro, Daniel Tavares de (Freq:2, Sim:100%)
Castro, David Lopes de;100.0;2;Castro, David Lopes de (Freq:2, Sim:100%)
Castro, Diego Afonso de;99.0;1;Castro, Diego Afonso de (Freq:1, Sim:100%) | Castro, Diego Afonso de (Freq:1, Sim:98%)
Castro, Eliane Kraus de;100.0;2;Castro, Eliane Kraus de (Freq:2, Sim:100%)
Castro, Elianice Silva;100.0;2;Castro, Elianice Silva (Freq:2, Sim:100%)
Castro, Elton Anderson Santos de;100.0;3;Castro, Elton Anderson Santos de (Freq:3, Sim:100%)
Castro, Fellipe Celestino;97.5;1;Castro, Fellipe Celestino (Freq:1, Sim:100%) | Castro, Fellipe Celestino de (Freq:1, Sim:95%)
Castro, Fábio Avila de;96.0;4;Castro, Fábio Avila de (Freq:4, Sim:100%) | Castro, Fábio (Freq:1, Sim:90%) | Castro, Fábio Ávila de (Freq:1, Sim:98%)
Castro, Fábio Fonseca de;100.0;1;Castro, Fábio Fonseca de (Freq:1, Sim:100%)
Castro, Gabriel Martins de;97.5;2;Castro, Gabriel Martins de (Freq:2, Sim:100%) | Castro, Gabriel Martins (Freq:1, Sim:95%)
Castro, Gustavo Aires de;100.0;1;Castro, Gustavo Aires de (Freq:1, Sim:100%)
Castro, Gustavo Henrique Carvalho de;95.0;2;Castro, Gustavo Henrique Carvalho de (Freq:2, Sim:100%) | Castro, Gustavo (Freq:1, Sim:90%)
Castro, Henrique Carlos de Oliveira de;100.0;8;Castro, Henrique Carlos de Oliveira de (Freq:8, Sim:100%)
Castro, Isabel;95.0;1;Castro, Isabel (Freq:1, Sim:100%) | Castro, Isabela Bezerra de (Freq:1, Sim:90%)
Castro, Isadora Teixeira Vergara Menin Netto;100.0;3;Castro, Isadora Teixeira Vergara Menin Netto (Freq:3, Sim:100%)
Castro, Jeferson Martins de;100.0;2;Castro, Jeferson Martins de (Freq:2, Sim:100%)
Castro, Joana D'Arc Teles;93.3;1;Castro, Joana (Freq:1, Sim:100%) | Castro, Joana D'Arc Teles (Freq:1, Sim:90%) | Castro, Joana D’arc Bardella (Freq:1, Sim:90%)
Castro, Jorge Abrahão de;99.0;2;Castro, Jorge Abrahão de (Freq:2, Sim:100%) | Castro, Jorge Abrahão de (Freq:2, Sim:98%)
Castro, Josué Tomasini;99.0;3;Castro, Josué Tomasini (Freq:3, Sim:100%) | Castro, Josué Tomasini (Freq:1, Sim:98%)
Castro, Julia Gonçalves Koehne de;100.0;2;Castro, Julia Gonçalves Koehne de (Freq:2, Sim:100%)
Castro, Júlia Soares Rosa de;99.0;1;Castro, Júlia Soares Rosa de (Freq:1, Sim:100%) | Castro, Júlia Soares Rosa de (Freq:1, Sim:98%)
Castro, Karine Lyra Corrêa de;100.0;2;Castro, Karine Lyra Corrêa de (Freq:2, Sim:100%)
Castro, Kelly Pacheco de;100.0;2;Castro, Kelly Pacheco de (Freq:2, Sim:100%)
Castro, Kássia Batista de;100.0;11;Castro, Kássia Batista de (Freq:11, Sim:100%)
Castro, Laísa Maria de Resende;100.0;2;Castro, Laísa Maria de Resende (Freq:2, Sim:100%)
Castro, Leandro Araújo;95.0;1;Castro, Leandro Araújo (Freq:1, Sim:100%) | Castro, Pedro Araújo (Freq:1, Sim:90%)
Castro, Lia Lusitana Cardozo de;99.0;6;Castro, Lia Lusitana Cardozo de (Freq:6, Sim:100%) | Castro, Lia Lusitana Cardozo de (Freq:1, Sim:98%)
Castro, Lucas Cavalcante Noé de;100.0;1;Castro, Lucas Cavalcante Noé de (Freq:1, Sim:100%)
Castro, Luiz Claudio Gonçalves de;95.0;6;Castro, Luiz Claudio Gonçalves de (Freq:6, Sim:100%) | Castro, Luiz Claudio (Freq:3, Sim:90%)
Castro, Luiza Amaral de;100.0;2;Castro, Luiza Amaral de (Freq:2, Sim:100%)
Castro, Luís Felipe Perdigão de;100.0;3;Castro, Luís Felipe Perdigão de (Freq:3, Sim:100%)
Castro, Luís Henrique Fraga;100.0;2;Castro, Luís Henrique Fraga (Freq:2, Sim:100%)
Castro, Marcelo Tavares de;96.7;4;Castro, Marcelo Tavares de (Freq:4, Sim:100%) | Castro, Márcio Tavares de (Freq:3, Sim:92%) | Castro, Marcelo Tavares de (Freq:1, Sim:98%)
Castro, Marco Aurélio Lenzi;100.0;2;Castro, Marco Aurélio Lenzi (Freq:2, Sim:100%)
Castro, Marcus Faro de;99.0;3;Castro, Marcus Faro de (Freq:3, Sim:100%) | Castro, Marcus Faro de (Freq:1, Sim:98%)
Castro, Maria Eduarda Canellas de;100.0;2;Castro, Maria Eduarda Canellas de (Freq:2, Sim:100%)
Castro, Maria Elita Batista de;99.0;2;Castro, Maria Elita Batista de (Freq:2, Sim:100%) | Castro, Maria Elita Batista de (Freq:1, Sim:98%)
Castro, Maria Soledad Maroca de;100.0;2;Castro, Maria Soledad Maroca de (Freq:2, Sim:100%)
Castro, Maria Tereza Almeida Cunha de;100.0;2;Castro, Maria Tereza Almeida Cunha de (Freq:2, Sim:100%)
Castro, Maria de Fátima Coelho;95.0;2;Castro, Maria de Fátima Coelho (Freq:2, Sim:100%) | Carvalho, Maria de Fátima Coelho (Freq:1, Sim:90%)
Castro, Mariana S.;100.0;3;Castro, Mariana S. (Freq:3, Sim:100%) | Castro, Mariana S (Freq:1, Sim:100%)
Castro, Marilú Pereira;100.0;2;Castro, Marilú Pereira (Freq:2, Sim:100%)
Castro, Marília de Moraes;100.0;2;Castro, Marília de Moraes (Freq:2, Sim:100%)
Castro, Matheus Braga de;100.0;2;Castro, Matheus Braga de (Freq:2, Sim:100%)
Castro, Maína Ribeiro Pereira;97.5;2;Castro, Maína Ribeiro Pereira (Freq:2, Sim:100%) | Pereira, Maína Ribeiro (Freq:2, Sim:95%)
Castro, Márcio Botelho de;95.0;44;Castro, Márcio Botelho de (Freq:44, Sim:100%) | Castro, Márcio B. (Freq:1, Sim:90%)
Castro, Nestor Fabian Leyton;100.0;2;Castro, Nestor Fabian Leyton (Freq:2, Sim:100%)
Castro, Oséias Guimarães de;100.0;2;Castro, Oséias Guimarães de (Freq:2, Sim:100%)
Castro, Paulo Alexandre Batista de;100.0;2;Castro, Paulo Alexandre Batista de (Freq:2, Sim:100%)
Castro, Priscila Aurora Landim de;100.0;2;Castro, Priscila Aurora Landim de (Freq:2, Sim:100%)
Castro, Raffael Júnio Araújo de;100.0;7;Castro, Raffael Júnio Araújo de (Freq:7, Sim:100%)
Castro, Renata da Nóbrega Souza de;97.5;2;Castro, Renata da Nóbrega Souza de (Freq:2, Sim:100%) | Souza, Renata da Nóbrega (Freq:1, Sim:95%)
Castro, Renato Vinícius Oliveira;100.0;10;Castro, Renato Vinícius Oliveira (Freq:10, Sim:100%)
Castro, Rita de Almeida (org.);97.5;1;Castro, Rita de Almeida (Freq:1, Sim:100%) | Castro, Rita de Almeida (org.) (Freq:1, Sim:95%)
Castro, Rosana Andréa Costa de;95.0;3;Castro, Rosana Andréa Costa de (Freq:3, Sim:100%) | Castro, Rosana (Freq:2, Sim:90%)
Castro, S.V.;100.0;2;Castro, S.V. (Freq:2, Sim:100%)
Castro, Sara Cardoso de;100.0;2;Castro, Sara Cardoso de (Freq:2, Sim:100%)
Castro, Silvia Tereza Ribeiro;98.0;1;Castro, Silvia Tereza Ribeiro (Freq:1, Sim:100%) | Castro, Sílvia Tereza Ribeiro (Freq:1, Sim:96%)
Castro, Sirlene Rodrigues Ferreira;100.0;3;Castro, Sirlene Rodrigues Ferreira (Freq:3, Sim:100%)
Castro, Solange Fernandes de Freitas;100.0;2;Castro, Solange Fernandes de Freitas (Freq:2, Sim:100%)
Castro, Sílvia Ribeiro;100.0;1;Castro, Sílvia Ribeiro (Freq:1, Sim:100%)
Castro, Tercia Maria Mendes Lousa de;99.5;2;Castro, Tercia Maria Mendes Lousa de (Freq:2, Sim:100%) | Castro, Tércia Maria Mendes Lousa de (Freq:1, Sim:99%)
Castro, Terena Peres de;100.0;2;Castro, Terena Peres de (Freq:2, Sim:100%)
Castro, Thaís Bergmann de;100.0;2;Castro, Thaís Bergmann de (Freq:2, Sim:100%)
Castro, Thiago Figueiredo de;97.5;2;Castro, Thiago Figueiredo de (Freq:2, Sim:100%) | Castro, Thiago Figueiredo de (org.) (Freq:1, Sim:95%)
Castro, Thiago Mael de;100.0;2;Castro, Thiago Mael de (Freq:2, Sim:100%)
Castro, Thiago Sampaio;100.0;2;Castro, Thiago Sampaio (Freq:2, Sim:100%)
Castro, Tiago de Jesus e;100.0;2;Castro, Tiago de Jesus e (Freq:2, Sim:100%)
Castro, Wanessa de;100.0;2;Castro, Wanessa de (Freq:2, Sim:100%)
Castro, Cleudson;100.0;5;Castro, Cleudson (Freq:5, Sim:100%)
Castro, Gislene C.;96.7;1;Castro, C. C. (Freq:1, Sim:100%) | Castro, C. H. (Freq:1, Sim:95%) | Castro, Gislene C. (Freq:1, Sim:95%)
Castro, Rosana;100.0;1;Castro, Rosana (Freq:1, Sim:100%)
Casulari, Luiz Augusto;99.0;7;Casulari, Luiz Augusto (Freq:7, Sim:100%) | Casulari, Luiz Augusto (Freq:6, Sim:98%)
Catai, Aparecida Maria;100.0;2;Catai, Aparecida Maria (Freq:2, Sim:100%)
Catalão, Vera Margarida Lessa;97.5;4;Catalão, Vera Margarida Lessa (Freq:4, Sim:100%) | Catalão, Vera Margarida Lessa (org.) (Freq:1, Sim:95%)
Catrib, Ana Maria Fontenelle;99.0;1;Catrib, Ana Maria Fontenelle (Freq:1, Sim:100%) | Catrib, Ana Maria Fontenelle (Freq:1, Sim:98%)
Catry, Thibault;100.0;5;Catry, Thibault (Freq:5, Sim:100%)
Cattelan, José Wanderley;100.0;2;Cattelan, José Wanderley (Freq:2, Sim:100%)
Catunda, Carolina Rodrigues;95.0;1;Catunda, Carolina (Freq:1, Sim:100%) | Catunda, Carolina Rodrigues (Freq:1, Sim:90%)
Catão, Elisa Caldeira Pires;97.5;3;Catão, Elisa Caldeira Pires (Freq:3, Sim:100%) | Pires, Elisa Catão Caldeira (Freq:2, Sim:95%)
Catão, Rafael de Castro;96.0;3;Catão, Rafael de Castro (Freq:3, Sim:100%) | Catão, Rafael (Freq:1, Sim:90%) | Catão, Rafael Del Castro (Freq:1, Sim:98%)
Cauduro, Fernanda Leticia Frates;99.0;1;Cauduro, Fernanda Leticia Frates (Freq:1, Sim:100%) | Cauduro, Fernanda Letícia Frates (Freq:1, Sim:98%)
Cavalcante Neto, Aderbal;100.0;1;Cavalcante Neto, Aderbal (Freq:1, Sim:100%)
Cavalcante Neto, Francisco Holanda;100.0;2;Cavalcante Neto, Francisco Holanda (Freq:2, Sim:100%)
Cavalcante, Agueda Maria Ruiz Zimmer;100.0;2;Cavalcante, Agueda Maria Ruiz Zimmer (Freq:2, Sim:100%)
Cavalcante, Aliciane Mota G.;100.0;1;Cavalcante, Aliciane Mota G. (Freq:1, Sim:100%)
Cavalcante, Amandda Carolline;100.0;1;Cavalcante, Amandda Carolline (Freq:1, Sim:100%)
Cavalcante, Ana Paula Cunha Machado;97.5;1;Cavalcante, Ana Paula Cunha Machado (Freq:1, Sim:100%) | Machado, Ana Paula Cunha (Freq:1, Sim:95%)
Cavalcante, Anderson Luiz Monteiro;100.0;1;Cavalcante, Anderson Luiz Monteiro (Freq:1, Sim:100%)
Cavalcante, André Luís Brasil;96.0;7;Cavalcante, André Luís Brasil (Freq:7, Sim:100%) | Cavalcante (Freq:1, Sim:90%) | Cavalcante, André Luís Brasil (Freq:1, Sim:98%)
Cavalcante, Antonio Paulo de Hollanda;100.0;1;Cavalcante, Antonio Paulo de Hollanda (Freq:1, Sim:100%)
Cavalcante, Antônio Caio Andrade Damasceno;100.0;1;Cavalcante, Antônio Caio Andrade Damasceno (Freq:1, Sim:100%)
Cavalcante, Augusto Souza;100.0;1;Cavalcante, Augusto Souza (Freq:1, Sim:100%)
Cavalcante, Bruno Ricardo de Melo;100.0;1;Cavalcante, Bruno Ricardo de Melo (Freq:1, Sim:100%)
Cavalcante, Bárbara Braga;100.0;1;Cavalcante, Bárbara Braga (Freq:1, Sim:100%)
Cavalcante, Cláudia Varizo;100.0;1;Cavalcante, Cláudia Varizo (Freq:1, Sim:100%)
Cavalcante, Cássia de Queiroz Oliveira;100.0;4;Cavalcante, Cássia de Queiroz Oliveira (Freq:4, Sim:100%)
Cavalcante, Daniel Góes;100.0;1;Cavalcante, Daniel Góes (Freq:1, Sim:100%)
Cavalcante, Danielle Soares;100.0;1;Cavalcante, Danielle Soares (Freq:1, Sim:100%)
Cavalcante, Danilo de Andrade;97.5;2;Cavalcante, Danilo de Andrade (Freq:2, Sim:100%) | Cavalcante, Danilo Andrade (Freq:1, Sim:95%)
Cavalcante, Danyelle Monteiro;100.0;2;Cavalcante, Danyelle Monteiro (Freq:2, Sim:100%)
Cavalcante, David Frederik da Silva;100.0;1;Cavalcante, David Frederik da Silva (Freq:1, Sim:100%)
Cavalcante, Denise Moraes;100.0;3;Cavalcante, Denise Moraes (Freq:3, Sim:100%)
Cavalcante, Diesos de Oliveira;100.0;1;Cavalcante, Diesos de Oliveira (Freq:1, Sim:100%)
Cavalcante, Eduardo;100.0;1;Cavalcante, Eduardo (Freq:1, Sim:100%)
Cavalcante, Elder dos Santos;100.0;1;Cavalcante, Elder dos Santos (Freq:1, Sim:100%)
Cavalcante, Elisângela Caldas Braga;100.0;1;Cavalcante, Elisângela Caldas Braga (Freq:1, Sim:100%)
Cavalcante, Fabrício Vieira;100.0;6;Cavalcante, Fabrício Vieira (Freq:6, Sim:100%)
Cavalcante, Felipe Mello;100.0;1;Cavalcante, Felipe Mello (Freq:1, Sim:100%)
Cavalcante, Fernando Resende;100.0;1;Cavalcante, Fernando Resende (Freq:1, Sim:100%)
Cavalcante, Filipe Gouveia;100.0;1;Cavalcante, Filipe Gouveia (Freq:1, Sim:100%)
Cavalcante, Flávia Castro Temóteo;100.0;1;Cavalcante, Flávia Castro Temóteo (Freq:1, Sim:100%)
Cavalcante, Gabriela Campelo;100.0;1;Cavalcante, Gabriela Campelo (Freq:1, Sim:100%)
Cavalcante, Gilvandson Costa;100.0;3;Cavalcante, Gilvandson Costa (Freq:3, Sim:100%)
Cavalcante, Gisele da Silva Matos;100.0;1;Cavalcante, Gisele da Silva Matos (Freq:1, Sim:100%)
Cavalcante, Gustavo Vasconcellos;100.0;1;Cavalcante, Gustavo Vasconcellos (Freq:1, Sim:100%)
Cavalcante, Ian Barreto;100.0;1;Cavalcante, Ian Barreto (Freq:1, Sim:100%)
Cavalcante, Igor Barros;100.0;1;Cavalcante, Igor Barros (Freq:1, Sim:100%)
Cavalcante, Italo Gervásio;100.0;1;Cavalcante, Italo Gervásio (Freq:1, Sim:100%)
Cavalcante, Ivana Medeiros Pacheco;100.0;1;Cavalcante, Ivana Medeiros Pacheco (Freq:1, Sim:100%)
Cavalcante, Izabella Mendonça;100.0;1;Cavalcante, Izabella Mendonça (Freq:1, Sim:100%)
Cavalcante, Janaína Mortosa;99.0;1;Cavalcante, Janaína Mortosa (Freq:1, Sim:100%) | Cavalcante, Janaína Mortosa (Freq:1, Sim:98%)
Cavalcante, Jonathan Galvão Tenório;100.0;3;Cavalcante, Jonathan Galvão Tenório (Freq:3, Sim:100%)
Cavalcante, Jordhanna Neris Sampaio;100.0;1;Cavalcante, Jordhanna Neris Sampaio (Freq:1, Sim:100%)
Cavalcante, José Haroldo de Assis;100.0;1;Cavalcante, José Haroldo de Assis (Freq:1, Sim:100%)
Cavalcante, Juliana Farias;100.0;1;Cavalcante, Juliana Farias (Freq:1, Sim:100%)
Cavalcante, Karina Ribeiro Leite Jardim;100.0;3;Cavalcante, Karina Ribeiro Leite Jardim (Freq:3, Sim:100%)
Cavalcante, Keicy Sousa;100.0;1;Cavalcante, Keicy Sousa (Freq:1, Sim:100%)
Cavalcante, Kátia Viana;100.0;1;Cavalcante, Kátia Viana (Freq:1, Sim:100%)
Cavalcante, Lara Patricia de Lima;100.0;1;Cavalcante, Lara Patricia de Lima (Freq:1, Sim:100%)
Cavalcante, Larisse Vasconcelos Costa;100.0;1;Cavalcante, Larisse Vasconcelos Costa (Freq:1, Sim:100%)
Cavalcante, Lina Martins de Carvalho;100.0;3;Cavalcante, Lina Martins de Carvalho (Freq:3, Sim:100%)
Cavalcante, Lorena de Almeida;96.0;2;Cavalcante, Lorena de Almeida (Freq:2, Sim:100%) | Cavalcante, Renata de Almeida (Freq:1, Sim:93%) | Nunes, Lorena de Almeida Cavalcante Brandão (Freq:1, Sim:95%)
Cavalcante, Luciana Pessôa;100.0;1;Cavalcante, Luciana Pessôa (Freq:1, Sim:100%)
Cavalcante, Luciana Silva;100.0;1;Cavalcante, Luciana Silva (Freq:1, Sim:100%)
Cavalcante, Lucimara Varanis;100.0;1;Cavalcante, Lucimara Varanis (Freq:1, Sim:100%)
Cavalcante, Luiz Ricardo;100.0;2;Cavalcante, Luiz Ricardo (Freq:2, Sim:100%)
Cavalcante, Láisa Rebelo;100.0;1;Cavalcante, Láisa Rebelo (Freq:1, Sim:100%)
Cavalcante, Maria Neuza Souza;100.0;1;Cavalcante, Maria Neuza Souza (Freq:1, Sim:100%)
Cavalcante, Mariana Costa;100.0;1;Cavalcante, Mariana Costa (Freq:1, Sim:100%)
Cavalcante, Micheline Pimentel Ribeiro;100.0;2;Cavalcante, Micheline Pimentel Ribeiro (Freq:2, Sim:100%)
Cavalcante, Neusa;100.0;1;Cavalcante, Neusa (Freq:1, Sim:100%)
Cavalcante, Neymar José Nepomuceno;100.0;1;Cavalcante, Neymar José Nepomuceno (Freq:1, Sim:100%)
Cavalcante, Nivando Araújo;100.0;1;Cavalcante, Nivando Araújo (Freq:1, Sim:100%)
Cavalcante, Osmundo de Araújo;100.0;1;Cavalcante, Osmundo de Araújo (Freq:1, Sim:100%)
Cavalcante, Otávio Rangel de Oliveira e;100.0;3;Cavalcante, Otávio Rangel de Oliveira e (Freq:3, Sim:100%)
Cavalcante, Paulo Henrique Fernandes;100.0;1;Cavalcante, Paulo Henrique Fernandes (Freq:1, Sim:100%)
